time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-24 00:00:00+00:00,27,3,20,2
2023-09-25 00:00:00+00:00,3,3,23,5
2023-09-26 00:00:00+00:00,2,2,16,3
2023-09-27 00:00:00+00:00,2,2,38,4
2023-09-28 00:00:00+00:00,2,2,107,5
2023-09-29 00:00:00+00:00,2,2,9,4
2023-09-30 00:00:00+00:00,8,2,3,2
2023-10-01 00:00:00+00:00,2,2,14,2
2023-10-02 00:00:00+00:00,7,5,36,6
2023-10-03 00:00:00+00:00,12,3,6,3
2023-10-04 00:00:00+00:00,12,3,7,3
2023-10-05 00:00:00+00:00,6,2,17,2
2023-10-06 00:00:00+00:00,2,2,4,1
2023-10-07 00:00:00+00:00,53,2,52,2
