time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,16,5,2,2
2026-08-03 00:00:00+00:00,6,3,48,5
2026-08-04 00:00:00+00:00,25,12,10,8
2026-08-05 00:00:00+00:00,70,13,11,5
2026-08-06 00:00:00+00:00,5,2,1,1
2026-08-07 00:00:00+00:00,57,13,18,3
2026-08-08 00:00:00+00:00,15,10,62,5
2026-08-09 00:00:00+00:00,1,1,3,3
2026-08-10 00:00:00+00:00,12,4,0,0
2026-08-11 00:00:00+00:00,13,8,12,1
2026-08-12 00:00:00+00:00,32,13,4,1
2026-08-13 00:00:00+00:00,17,7,5,3
2026-08-14 00:00:00+00:00,9,5,4,2
2026-08-15 00:00:00+00:00,3472,3418,2,2
