time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-18 00:00:00+00:00,9,5,29.0,5.0
2024-04-19 00:00:00+00:00,9,4,14.0,3.0
2024-04-20 00:00:00+00:00,1,1,55.0,2.0
2024-04-21 00:00:00+00:00,3,2,23.0,2.0
2024-04-22 00:00:00+00:00,4,4,95.0,10.0
2024-04-23 00:00:00+00:00,2,2,20.0,2.0
2024-04-24 00:00:00+00:00,1,1,4.0,1.0
2024-04-25 00:00:00+00:00,1,1,15.0,2.0
2024-04-26 00:00:00+00:00,1,1,16.0,4.0
2024-04-27 00:00:00+00:00,2,2,1.0,1.0
2024-04-28 00:00:00+00:00,5,2,,
2024-04-29 00:00:00+00:00,6,3,9.0,4.0
2024-04-30 00:00:00+00:00,9,4,152.0,6.0
2024-05-01 00:00:00+00:00,2,2,24.0,3.0
