time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-26 00:00:00+00:00,9,6,3.0,2.0
2025-09-27 00:00:00+00:00,3,3,,
2025-09-28 00:00:00+00:00,5,5,1.0,1.0
2025-09-29 00:00:00+00:00,10,10,3.0,2.0
2025-09-30 00:00:00+00:00,7,7,9.0,4.0
2025-10-01 00:00:00+00:00,6,6,1.0,1.0
2025-10-02 00:00:00+00:00,2,2,8.0,1.0
2025-10-03 00:00:00+00:00,3,2,39.0,3.0
2025-10-04 00:00:00+00:00,9,6,69.0,5.0
2025-10-05 00:00:00+00:00,12,11,,
2025-10-06 00:00:00+00:00,10,10,23.0,2.0
2025-10-07 00:00:00+00:00,18,16,26.0,3.0
2025-10-08 00:00:00+00:00,5,5,33.0,2.0
2025-10-09 00:00:00+00:00,3,3,27.0,2.0
