time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-03 00:00:00+00:00,49,24,2,2
2026-04-04 00:00:00+00:00,42,21,1,1
2026-04-05 00:00:00+00:00,27,14,9,3
2026-04-06 00:00:00+00:00,61,17,0,0
2026-04-07 00:00:00+00:00,4,4,21,4
2026-04-08 00:00:00+00:00,66,27,29,6
2026-04-09 00:00:00+00:00,67,28,7,5
2026-04-10 00:00:00+00:00,57,19,28,6
2026-04-11 00:00:00+00:00,19,12,5,4
2026-04-12 00:00:00+00:00,33,11,3,2
2026-04-13 00:00:00+00:00,38,14,5,5
2026-04-14 00:00:00+00:00,32,18,9,7
2026-04-15 00:00:00+00:00,70,19,10,6
2026-04-16 00:00:00+00:00,68,12,4,4
