time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-24 00:00:00+00:00,4,2,831,9
2023-12-25 00:00:00+00:00,3,3,36,4
2023-12-26 00:00:00+00:00,12,3,25,5
2023-12-27 00:00:00+00:00,1,1,139,1
2023-12-28 00:00:00+00:00,11,2,74,4
2023-12-29 00:00:00+00:00,1,1,319,5
2023-12-30 00:00:00+00:00,3,2,9,3
2023-12-31 00:00:00+00:00,2,2,92,2
2024-01-01 00:00:00+00:00,12,3,28,1
2024-01-02 00:00:00+00:00,3,3,73,1
2024-01-03 00:00:00+00:00,1,1,1,1
2024-01-04 00:00:00+00:00,1,1,20,2
2024-01-05 00:00:00+00:00,13,4,16,4
2024-01-06 00:00:00+00:00,10,1,4,2
