time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-14 00:00:00+00:00,32,18,9,7
2026-04-15 00:00:00+00:00,70,19,10,6
2026-04-16 00:00:00+00:00,68,12,4,4
2026-04-17 00:00:00+00:00,27,14,27,5
2026-04-18 00:00:00+00:00,68,31,3,3
2026-04-19 00:00:00+00:00,52,19,13,1
2026-04-20 00:00:00+00:00,122,59,54,5
2026-04-21 00:00:00+00:00,74,28,11,2
2026-04-22 00:00:00+00:00,148,62,46,4
2026-04-23 00:00:00+00:00,192,66,7,5
2026-04-24 00:00:00+00:00,245,101,22,5
2026-04-25 00:00:00+00:00,128,53,3,2
2026-04-26 00:00:00+00:00,208,27,2,2
2026-04-27 00:00:00+00:00,44,18,25,3
