time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-09 00:00:00+00:00,5.0,2.0,37,6
2024-05-10 00:00:00+00:00,1.0,1.0,7,2
2024-05-11 00:00:00+00:00,1.0,1.0,1,1
2024-05-12 00:00:00+00:00,1.0,1.0,20,2
2024-05-13 00:00:00+00:00,9.0,3.0,29,5
2024-05-14 00:00:00+00:00,5.0,2.0,13,3
2024-05-15 00:00:00+00:00,1.0,1.0,53,6
2024-05-16 00:00:00+00:00,17.0,7.0,16,3
2024-05-17 00:00:00+00:00,6.0,4.0,6,2
2024-05-18 00:00:00+00:00,1.0,1.0,1,1
2024-05-19 00:00:00+00:00,1.0,1.0,91,4
2024-05-20 00:00:00+00:00,9.0,3.0,32,1
2024-05-21 00:00:00+00:00,1.0,1.0,10,2
2024-05-22 00:00:00+00:00,,,66,4
