time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-02 00:00:00+00:00,11,2,21.0,3.0
2023-09-03 00:00:00+00:00,1,1,,
2023-09-04 00:00:00+00:00,3,3,,
2023-09-05 00:00:00+00:00,2,2,2.0,2.0
2023-09-06 00:00:00+00:00,2,2,3.0,3.0
2023-09-07 00:00:00+00:00,1,1,,
2023-09-08 00:00:00+00:00,5,2,14.0,2.0
2023-09-09 00:00:00+00:00,6,2,32.0,2.0
2023-09-10 00:00:00+00:00,2,2,7.0,1.0
2023-09-11 00:00:00+00:00,4,3,10.0,1.0
2023-09-12 00:00:00+00:00,1,1,1.0,1.0
2023-09-13 00:00:00+00:00,5,2,9.0,2.0
2023-09-14 00:00:00+00:00,19,4,47.0,5.0
2023-09-15 00:00:00+00:00,1,1,74.0,3.0
